title,link,rating,price
"Lenovo Yoga Slim 7 Snapdragon X Elite X1E Built in-AI with Copilot+ 14""(35.5cm) 3K OLED 500Nits Touchscreen Laptop (32GB/1TB SSD/90Hz/Qualcomm NPU 45TOPS/Win11/MSO/1Yr ADP Free/Grey/1.4Kg), 83ED003BIN",https://amazon.in/Lenovo-Snapdragon-Copilot-Touchscreen-Qualcomm/dp/B0DBLDNJP1/ref=sr_1_151?crid=15DEBI9LO0CQM&dib=eyJ2IjoiMSJ9.3Vg4kuC3iEcDvmrU4WoLy5EVQAKg1LFS8-PHXXeE9qCLQF8gkMwF9QgodpjFTOt9jSnZbJb-hg8slydzbPPvL0C2HmUvTZy_ZmVQdmUvMPmedi0UhkgIT06yyPZmMX9wa9rR9wdGYO1Ys1r7AmR20vQE7aUy-InKQImt1vfcdkRXO1LIl_hjP6NoXj8WFPIN2xljTAU9V1vmQSrDxxpEFSeJYFDLG6tltaazI91aUuI.AHk7NHlJRMITKRjAHjb8Daw7rN1fyTQQV46e5UFrGkw&dib_tag=se&keywords=Laptop+i9&qid=1750721612&sprefix=laptop%2Caps%2C207&sr=8-151,N/A,"1,39,000"
"Lenovo Yoga Slim 7 Snapdragon X Elite X1E Built in-AI with Copilot+ 14""(35.5cm) 3K OLED 500Nits Touchscreen Laptop (32GB/1TB SSD/90Hz/Qualcomm NPU 45TOPS/Win11/MSO/1Yr ADP Free/Grey/1.4Kg), 83ED003BIN",https://amazon.in/Lenovo-Snapdragon-Copilot-Touchscreen-Qualcomm/dp/B0DBLDNJP1/ref=sr_1_144?crid=15DEBI9LO0CQM&dib=eyJ2IjoiMSJ9.Bd_XATWCHSnCNKwOsWMjhIAzu7s0JnG7U0v1mrEovmoz__gmqufwDVVuFv4pZeNUv-A1MfJeUz1vbPJZNe-s0eg9KD3P4qcbx6tZiX50Y7BMb_0u3Q2ICZ60QAdfZKuk8Q-M5tp1VJcoN_XD2spPaW5nRcTbV-NtX9b3d8-L0mVgSYw5I8mUrMehQMei_X162P1ThgO0YibJe-NL1g7dXQVbAeHP0mijKA4kwwZD2SA.kbkgNfIWVFYxks7opK4SYRQuTOrNUPE_wGkknbPBm64&dib_tag=se&keywords=Laptop+i9&qid=1750721609&sprefix=laptop%2Caps%2C207&sr=8-144,N/A,"1,39,000"
"Lenovo Yoga 9 13th Gen Intel Evo i7 1360P 14""(35.56cm) 4K OLED 2-in-1 400Nits Laptop (16GB/1TB SSD/Win 11/Office 2021/Backlit KB/Pen 2.0/1Yr Warranty/Alexa/3 Month Game Pass/Oatmeal/1.4Kg) 83B1004XIN",https://amazon.in/Lenovo-35-56cm-400Nits-Warranty-83B1002GIN/dp/B0BS96MXT3/ref=sr_1_164?crid=15DEBI9LO0CQM&dib=eyJ2IjoiMSJ9.3Vg4kuC3iEcDvmrU4WoLy5EVQAKg1LFS8-PHXXeE9qCLQF8gkMwF9QgodpjFTOt9jSnZbJb-hg8slydzbPPvL0C2HmUvTZy_ZmVQdmUvMPmedi0UhkgIT06yyPZmMX9wa9rR9wdGYO1Ys1r7AmR20vQE7aUy-InKQImt1vfcdkRXO1LIl_hjP6NoXj8WFPIN2xljTAU9V1vmQSrDxxpEFSeJYFDLG6tltaazI91aUuI.AHk7NHlJRMITKRjAHjb8Daw7rN1fyTQQV46e5UFrGkw&dib_tag=se&keywords=Laptop+i9&qid=1750721612&sprefix=laptop%2Caps%2C207&sr=8-164,3.7 out of 5 stars,"1,38,590"
"ASUS Zenbook 14,Intel Core Ultra 9 (Series 2),Thin & Light(Intel Arc iGPU/32GB/1TB/3K OLED Touch screen/14/120Hz/Windows 11/M365 Basic (1Year)*/Office Home 2024/Ponder Blue/1.28 kg) UX3405CA-PZ164WS",https://amazon.in/ASUS-Zenbook-screen-Windows-UX3405CA-PZ164WS/dp/B0DSHWSDH4/ref=sr_1_133?crid=15DEBI9LO0CQM&dib=eyJ2IjoiMSJ9.Bd_XATWCHSnCNKwOsWMjhIAzu7s0JnG7U0v1mrEovmoz__gmqufwDVVuFv4pZeNUv-A1MfJeUz1vbPJZNe-s0eg9KD3P4qcbx6tZiX50Y7BMb_0u3Q2ICZ60QAdfZKuk8Q-M5tp1VJcoN_XD2spPaW5nRcTbV-NtX9b3d8-L0mVgSYw5I8mUrMehQMei_X162P1ThgO0YibJe-NL1g7dXQVbAeHP0mijKA4kwwZD2SA.kbkgNfIWVFYxks7opK4SYRQuTOrNUPE_wGkknbPBm64&dib_tag=se&keywords=Laptop+i9&qid=1750721609&sprefix=laptop%2Caps%2C207&sr=8-133,4.2 out of 5 stars,"1,32,990"
"ASUS Zenbook 14,Intel Core Ultra 9 (Series 2),Thin & Light(Intel Arc iGPU/32GB/1TB/3K OLED Touch screen/14/120Hz/Windows 11/M365 Basic (1Year)*/Office Home 2024/Foggy Silver/1.28 kg) UX3405CA-PZ349WS",https://amazon.in/ASUS-Zenbook-screen-Windows-UX3405CA-PZ349WS/dp/B0DSHT5ZKT/ref=sr_1_89?crid=15DEBI9LO0CQM&dib=eyJ2IjoiMSJ9.WWSHczifcvvuADa-kTIh3QW_LlSjhDb8NF2mc9Lr7fHLcvRTtuPARgdroPCBxsUaxGso_jB6KKVCoTTyIB2HVHPCG2s_4NwBdJwrBQIryknFFnZTUyEIT826A_AJ1hoLa61GkqvYtDekSPCGpDtOGIr2XpcC1cpdDlUNu0Bpknf0cTNb8nw-RX9pQodO5SaWG6IKGc1biKuXfsxJuLBn90_a7KW92AEHIdq03Kw1WTU.u596WSkSYp3bJmHna159OMFGkAPlUx-QJRNf_3MdXwc&dib_tag=se&keywords=Laptop+i9&qid=1750721594&sprefix=laptop%2Caps%2C207&sr=8-89,4.2 out of 5 stars,"1,32,990"
"HP Envy Move All in One 24,13th Gen Intel Core i5-1335U,23.8inch(60.5cm),QHD,Three Sided Micro Edge,16GB DDR5,1TB SSD,Bluetooth Keyboard,Win 11 Home,4.1Kg,24-cs0047in",https://amazon.in/sspa/click?ie=UTF8&spc=MTo4NjE1MDA3NzAzODk3MjM3OjE3NTA3MjE2NDM6c3BfYnRmOjMwMDU0OTY5MDk4MTQzMjo6MDo6&url=%2FHP-i5-1335U-23-8inch-Bluetooth-24-cs0047in%2Fdp%2FB0CVH48F82%2Fref%3Dsr_1_214_sspa%3Fcrid%3D15DEBI9LO0CQM%26dib%3DeyJ2IjoiMSJ9.49B2vQVLutL488BqwV2Q8xayidvH6JkqjmDmx7q9VQHsiUHWyt5rvrqvgJTRXu5T4EoZUIqLNOyJLuLp_D-zLYrpzz07SGhRAUwqfPjzcSCrCJEaAObuaHyZBeAeH24nUC9pOXlfs2Y4HG5Cpknx60FP5uyJ0b-y1ueiNwyTEgvU1SpB0IbuTPYzeyO4eZkL4XIIxdxoPThAAZ5eC3g0pkbGy6uP_9T9rN9uZY8hvzk.s2i2nbntk0QtYhsl7GgBVMJrC9G2YNW9RTsmXbknXVA%26dib_tag%3Dse%26keywords%3DLaptop%2Bi9%26qid%3D1750721643%26sprefix%3Dlaptop%252Caps%252C207%26sr%3D8-214-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGY%26psc%3D1&cr=ZAZ,5.0 out of 5 stars,"1,32,919"
"ASUS [Smartchoice] ROG Strix G16, 16""(40.64cm) FHD+ 165Hz, 13th Gen Core i7-13650HX,Gaming Laptop(16GB RAM/1TB SSD/NVIDIA GeForce RTX 4060 /Windows 11/Office 21/Eclipse Gray/2.50 Kg), G614JV-N3474WS",https://amazon.in/ASUS-Smartchoice-40-64cm-i7-13650HX-G614JV-N3474WS/dp/B09TB4FPKW/ref=sr_1_101?crid=15DEBI9LO0CQM&dib=eyJ2IjoiMSJ9.PcCj2ENgMnr-HJUEscXkTQ_PTKxQ7d0s5ZEulG62RTxcGoGea7-_Y3CZwU1g4VtEjq35CvjNfGl1MPvABLLGg9Tgex1EgjVSZi64RcCQoJRGY8YzS8YrveN6AmgoQ99e8KDbWBuZr4DKGde2l2o-kKakeuH0x4O69qwIIuAdQ3T6tp-xMrzgELdpBijF8gg0or5f6h6-D_BauODIJnUGLOZDGAlGBsJGi2r9KOobOaM.SRkNPuUe5ayHTN24L7obvVOqLKMFp1p8cU1D8UZHauc&dib_tag=se&keywords=Laptop+i9&qid=1750721601&sprefix=laptop%2Caps%2C207&sr=8-101,4.0 out of 5 stars,"1,29,990"
"HP OMEN, 13th Gen Intel Core i9-13900HX, 8GB NVIDIA RTX 4060, 16GB DDR5, 1TB SSD, (Win11, Office21, Black, 2.35kg), 165Hz, 7MS, IPS, 16.1-inch(40.9cm) Gaming Laptop, Tempest Cooling, RGB KB, wf0148TX",https://amazon.in/HP-i9-13900HX-16-1-inch-Backlit-wf0148TX/dp/B0D2DDJ1PN/ref=sr_1_3?crid=15DEBI9LO0CQM&dib=eyJ2IjoiMSJ9.CtVc_vQJS6us9Ev6wZOSbIw7tdtxlM0EJ5OCJucaMQ3J73OtWD-1qiMDWKtx4CQx2_Y_scKUvumwDH-2hNf3E3QA7HomtYBPv7XnhH2COmf-3i-REIgJtNTgE8O99cPj1JQGS0nXyMhknz7l1UsOPbI_3XxZg9a6Ub0bQFfX0XHnNHP_j_oYOWhQD06wgVnIsYwRZtqMTSOWf_soEPGlzeJa-v2orAczQZocKALv83o.nKmCLc6RTii7EMvosjbY4QHNxVSF4GZ-bMWC2DYZf14&dib_tag=se&keywords=Laptop+i9&qid=1750721562&sprefix=laptop%2Caps%2C207&sr=8-3,2.4 out of 5 stars,"1,29,490"
"HP OMEN, 13th Gen Intel Core i9-13900HX, 8GB NVIDIA RTX 4060, 16GB DDR5, 1TB SSD, (Win11, Office21, Black, 2.35kg), 165Hz, 7MS, IPS, 16.1-inch(40.9cm) Gaming Laptop, Tempest Cooling, RGB KB, wf0148TX",https://amazon.in/HP-i9-13900HX-16-1-inch-Backlit-wf0148TX/dp/B0D2DDJ1PN/ref=sr_1_3?crid=15DEBI9LO0CQM&dib=eyJ2IjoiMSJ9.CtVc_vQJS6us9Ev6wZOSbIw7tdtxlM0EJ5OCJucaMQ3J73OtWD-1qiMDWKtx4CQx2_Y_scKUvumwDH-2hNf3E3QA7HomtYBPv7XnhH2COmc1Y0quwE88eQJfSsZhgUzYm8xgkE_gv4p-aIbEWlNzb7I_3XxZg9a6Ub0bQFfX0XHnNHP_j_oYOWhQD06wgVnIsYwRZtqMTSOWf_soEPGlzeJa-v2orAczQZocKALv83o.A45V1jR2BMLUcBTDbhd8wll5LtBTnf702hiLLseC9KU&dib_tag=se&keywords=Laptop+i9&qid=1750721566&sprefix=laptop%2Caps%2C207&sr=8-3,2.4 out of 5 stars,"1,29,490"
"Lenovo Yoga AMD Pro 7 Ryzen AI 9 365 (32GB RAM/1TB SSD/Copilot+PC/14.5""(36.8cm)/2.8K WQXGA+OLED/120Hz/Windows11/Office Home 2024/Grey/1.54Kg), 83HN0027IN AI Laptop",https://amazon.in/Lenovo-Copilot-36-8cm-Windows11-83HN0027IN/dp/B0DPX6HWM3/ref=sr_1_127?crid=15DEBI9LO0CQM&dib=eyJ2IjoiMSJ9.IXqIg1mhYqJYvYCHLmZd7Yx-428eVLAPMydS9vmJwmEYYgsLYqVhPDdQ7vPDH6mL31aexkv4_ShduM6NwEVFmjaOPEMWne-ppi3xwI1mDpfuK6hLLkA1Y-yXTF4sGDNxeR2YFuXxzYD6bORkaz9z1GJqsk5ckxte8Y5c4Pltvyiy6hlJIY56ygFUOhm1z8UGe1SMv1vgl0yXtAL-4HcpWVQKLyBCWLdshLRAp62biTM.DhPPOC-DFMAhlab5iHnuL5TwCWTHM8ffjtdn7jWcn9g&dib_tag=se&keywords=Laptop+i9&qid=1750721605&sprefix=laptop%2Caps%2C207&sr=8-127,4.2 out of 5 stars,"1,27,990"
"(Refurbished) ASUS ROG Strix G16 13th Gen,Intel Core i9-13980HX Gaming Laptop(NVIDIA RTX 4060-8GB/140W TGP/16GB/1TB/QHD+/16""/240Hz/Windows 11/M365 Basic (1Year)*/Office Home 2024/Eclipse Gray/2.50 Kg)G614JV-N4242WS",https://amazon.in/Refurbished-ASUS-i9-13980HX-4060-8GB-G614JV-N4242WS/dp/B0F9LHV8DY/ref=sr_1_22?crid=15DEBI9LO0CQM&dib=eyJ2IjoiMSJ9.c0AGM-ec-ORGO_vJtV1hdZ04Duttv-filjFcdkx6k1czDu1kUelXFnY0t7x6Ij9jsy4NP1wsQzDJvClnsG0rEysWKbjz1TC9mcol4n511sUAnj_fcpieZL3B2t2WCrME_No0hrJI2KqQoP3oUrTKUef5V2fDAA7P7-S85hvqWAtwUjjqf8NtB9SJ7-fK5Mr-CwTXE5WzY9vuEMKBzjAJRe4p1EOKa-mJRr3VbGivdHA.IK2V4uOXlmQPkbPQYF5MDphKj3uj_-2NOIEYezqcLVc&dib_tag=se&keywords=Laptop+i9&qid=1750721572&sprefix=laptop%2Caps%2C207&sr=8-22,N/A,"1,27,491"
"Lenovo IdeaPad Pro 5 Intel Core Ultra 7 155H Built-in AI 16"" (40.6cm) 2K OLED 400Nits 120Hz Laptop (16GB/1TB SSD/NVIDIA RTX 3050 6GB/Win11/MSO 21/FHD+IR Camera/1Yr ADP Free/Grey/1.9Kg), 83D4002NIN",https://amazon.in/Lenovo-IdeaPad-400Nits-GamePass-83D4002NIN/dp/B0CTK42DSN/ref=sr_1_186?crid=15DEBI9LO0CQM&dib=eyJ2IjoiMSJ9.owV9zAECp_tjY3Zh5-HxUjlRxbga7rC8aj3ic83gIQ74_wZtAaPcLl6VA-dZgTA1-ntfy5lpY0ce7o01h9u8C9PVzgyzNKVZPzWqMhghgVRi44AD2kGGlbRxgNlqRvq07oKVyEKUVnMHfdKhKYCPLxpn3MMbzYb1ig-cViLb378fhR25bJ50PShCj1gVa3oTik9TnT1MJpYKNXp4e8NDtYaJd_PYetVmsds_TFsZh4Y.jmZWMcKYLUWxCX1bCO1ipEUlTbmATD_ldwHlr3r9Xec&dib_tag=se&keywords=Laptop+i9&qid=1750721639&sprefix=laptop%2Caps%2C207&sr=8-186,3.4 out of 5 stars,"1,25,990"
"HP Omen, 13th Gen Intel Core i7-13700HX, 8GB NVIDIA RTX 4060 Gaming Laptop (16GB DDR5, 1TB SSD) 165Hz,3ms, IPS, 17.3''/43.9cm, QHD, Win11, Black, 2,78kg, RGB Backlit Kb,Tempest Cooling,cm2027TX",https://amazon.in/HP-i7-13700HX-Backlit-Tempest-cm2027TX/dp/B0F3P3SM86/ref=sr_1_216?crid=15DEBI9LO0CQM&dib=eyJ2IjoiMSJ9.qOnHqRD6ogQdAaBdYjMm4jCIaEOEJukTATi_pvT1h649rqatulSmIWnBIi04y5osGzq4b8hAZT2clEGyaermASNhXBSEDtOFmpNf-VhwoEV32nrt8tL4DAlJlL3Kg4wwTt5_F-BQOE_QjapP-xFoSRB5xLei-UBhZxUTcQxHgZu1mOA-l9--6ElQxe_6kimnWFN8iUwyRyHHxujIHmudcXaN7XzpsD4hAu54H6Q6im0.1FdprAAnVTiuCrhxLfyzjFSwOId7sXNf7py-5EWhWwI&dib_tag=se&keywords=Laptop+i9&qid=1750721647&sprefix=laptop%2Caps%2C207&sr=8-216,N/A,"1,25,250"
"MSI Katana 15, Intel Core i9-13900H, 40CM FHD 144Hz Gaming Laptop (8GBx2/1TB NVMe SSD/Windows 11 Home/Nvidia GeForce RTX 4060, GDDR6 8GB/Black/2.25Kg), B13VFK-843IN",https://amazon.in/MSI-i9-13900H-Windows-GeForce-B13VFK-843IN/dp/B0C6F2QJYP/ref=sr_1_4?crid=15DEBI9LO0CQM&dib=eyJ2IjoiMSJ9.CtVc_vQJS6us9Ev6wZOSbIw7tdtxlM0EJ5OCJucaMQ3J73OtWD-1qiMDWKtx4CQx2_Y_scKUvumwDH-2hNf3E3QA7HomtYBPv7XnhH2COmf-3i-REIgJtNTgE8O99cPj1JQGS0nXyMhknz7l1UsOPbI_3XxZg9a6Ub0bQFfX0XHnNHP_j_oYOWhQD06wgVnIsYwRZtqMTSOWf_soEPGlzeJa-v2orAczQZocKALv83o.nKmCLc6RTii7EMvosjbY4QHNxVSF4GZ-bMWC2DYZf14&dib_tag=se&keywords=Laptop+i9&qid=1750721562&sprefix=laptop%2Caps%2C207&sr=8-4,5.0 out of 5 stars,"1,24,990"
"MSI Katana 15, Intel Core i9-13900H, 40CM FHD 144Hz Gaming Laptop (8GBx2/1TB NVMe SSD/Windows 11 Home/Nvidia GeForce RTX 4060, GDDR6 8GB/Black/2.25Kg), B13VFK-843IN",https://amazon.in/MSI-i9-13900H-Windows-GeForce-B13VFK-843IN/dp/B0C6F2QJYP/ref=sr_1_4?crid=15DEBI9LO0CQM&dib=eyJ2IjoiMSJ9.CtVc_vQJS6us9Ev6wZOSbIw7tdtxlM0EJ5OCJucaMQ3J73OtWD-1qiMDWKtx4CQx2_Y_scKUvumwDH-2hNf3E3QA7HomtYBPv7XnhH2COmc1Y0quwE88eQJfSsZhgUzYm8xgkE_gv4p-aIbEWlNzb7I_3XxZg9a6Ub0bQFfX0XHnNHP_j_oYOWhQD06wgVnIsYwRZtqMTSOWf_soEPGlzeJa-v2orAczQZocKALv83o.A45V1jR2BMLUcBTDbhd8wll5LtBTnf702hiLLseC9KU&dib_tag=se&keywords=Laptop+i9&qid=1750721566&sprefix=laptop%2Caps%2C207&sr=8-4,5.0 out of 5 stars,"1,24,990"
"Lenovo Legion 5 2024 13Th Gencore Intel I7-13650HX|NVIDIA RTX 4060 8GB(24GB RAM/512GB SSD/15.6""(39.6Cm)/14Hz/FHD IPS/Windows 11/Office Home 2024/3 Month Game Pass/Grey/2.3Kg),83JJ0010IN Gaming Laptop",https://amazon.in/Lenovo-Gencore-I7-13650HX-Windows-83JJ0010IN/dp/B0DPQWP7DX/ref=sr_1_226?crid=15DEBI9LO0CQM&dib=eyJ2IjoiMSJ9.qOnHqRD6ogQdAaBdYjMm4jCIaEOEJukTATi_pvT1h649rqatulSmIWnBIi04y5osGzq4b8hAZT2clEGyaermASNhXBSEDtOFmpNf-VhwoEV32nrt8tL4DAlJlL3Kg4wwTt5_F-BQOE_QjapP-xFoSRB5xLei-UBhZxUTcQxHgZu1mOA-l9--6ElQxe_6kimnWFN8iUwyRyHHxujIHmudcXaN7XzpsD4hAu54H6Q6im0.1FdprAAnVTiuCrhxLfyzjFSwOId7sXNf7py-5EWhWwI&dib_tag=se&keywords=Laptop+i9&qid=1750721647&sprefix=laptop%2Caps%2C207&sr=8-226,N/A,"1,20,699"
"HP OmniBook X Laptop, Snapdragon® X Elite X1E-78-100,14inch(35.6 cm),2.2K Touch Display,IPS,16GB LPDDR5x,1TB SSD,Next Gen Windows, Copilot +,Blue,1.34 kg,14-fe0121QU",https://amazon.in/HP-OmniBook-Snapdragon%C2%AE-X1E-78-100-14-fe0121QU/dp/B0D84427H6/ref=sr_1_149?crid=15DEBI9LO0CQM&dib=eyJ2IjoiMSJ9.3Vg4kuC3iEcDvmrU4WoLy5EVQAKg1LFS8-PHXXeE9qCLQF8gkMwF9QgodpjFTOt9jSnZbJb-hg8slydzbPPvL0C2HmUvTZy_ZmVQdmUvMPmedi0UhkgIT06yyPZmMX9wa9rR9wdGYO1Ys1r7AmR20vQE7aUy-InKQImt1vfcdkRXO1LIl_hjP6NoXj8WFPIN2xljTAU9V1vmQSrDxxpEFSeJYFDLG6tltaazI91aUuI.AHk7NHlJRMITKRjAHjb8Daw7rN1fyTQQV46e5UFrGkw&dib_tag=se&keywords=Laptop+i9&qid=1750721612&sprefix=laptop%2Caps%2C207&sr=8-149,5.0 out of 5 stars,"1,20,499"
"HP OmniBook X Laptop, Snapdragon® X Elite X1E-78-100,14inch(35.6 cm),2.2K Touch Display,IPS,16GB LPDDR5x,1TB SSD,Next Gen Windows, Copilot +,Blue,1.34 kg,14-fe0121QU",https://amazon.in/HP-OmniBook-Snapdragon%C2%AE-X1E-78-100-14-fe0121QU/dp/B0D84427H6/ref=sr_1_138?crid=15DEBI9LO0CQM&dib=eyJ2IjoiMSJ9.Bd_XATWCHSnCNKwOsWMjhIAzu7s0JnG7U0v1mrEovmoz__gmqufwDVVuFv4pZeNUv-A1MfJeUz1vbPJZNe-s0eg9KD3P4qcbx6tZiX50Y7BMb_0u3Q2ICZ60QAdfZKuk8Q-M5tp1VJcoN_XD2spPaW5nRcTbV-NtX9b3d8-L0mVgSYw5I8mUrMehQMei_X162P1ThgO0YibJe-NL1g7dXQVbAeHP0mijKA4kwwZD2SA.kbkgNfIWVFYxks7opK4SYRQuTOrNUPE_wGkknbPBm64&dib_tag=se&keywords=Laptop+i9&qid=1750721609&sprefix=laptop%2Caps%2C207&sr=8-138,5.0 out of 5 stars,"1,20,499"
"HP OMEN, AMD Ryzen 7-7840HS, 8GB NVIDIA GeForce RTX 4060 Gaming Laptop (32GB RAM, 1TB SSD), 165Hz, 7ms, IPS, 16.1""/40.9cm, Win 11, Office 2021, Black, 2.37Kg, RGB KB, Tempest Cooling, xd0017AX",https://amazon.in/HP-RyzenTM-16-1inch-Anti-Glare-16-xd0017AX/dp/B0D6BFNSB5/ref=sr_1_182?crid=15DEBI9LO0CQM&dib=eyJ2IjoiMSJ9.owV9zAECp_tjY3Zh5-HxUjlRxbga7rC8aj3ic83gIQ74_wZtAaPcLl6VA-dZgTA1-ntfy5lpY0ce7o01h9u8C9PVzgyzNKVZPzWqMhghgVRi44AD2kGGlbRxgNlqRvq07oKVyEKUVnMHfdKhKYCPLxpn3MMbzYb1ig-cViLb378fhR25bJ50PShCj1gVa3oTik9TnT1MJpYKNXp4e8NDtYaJd_PYetVmsds_TFsZh4Y.jmZWMcKYLUWxCX1bCO1ipEUlTbmATD_ldwHlr3r9Xec&dib_tag=se&keywords=Laptop+i9&qid=1750721639&sprefix=laptop%2Caps%2C207&sr=8-182,3.9 out of 5 stars,"1,20,490"
"ASUS Zenbook 14,Intel Core Ultra 7 (Series 2),Thin & Light(Intel Arc iGPU/32GB/1TB/3K OLED Touch screen/14/120Hz/Windows 11/M365 Basic (1Year)*/Office Home 2024/Foggy Silver/1.28 kg) UX3405CA-PZ348WS",https://amazon.in/ASUS-Zenbook-screen-Windows-UX3405CA-PZ348WS/dp/B0DSHRTM53/ref=sr_1_227?crid=15DEBI9LO0CQM&dib=eyJ2IjoiMSJ9.qOnHqRD6ogQdAaBdYjMm4jCIaEOEJukTATi_pvT1h649rqatulSmIWnBIi04y5osGzq4b8hAZT2clEGyaermASNhXBSEDtOFmpNf-VhwoEV32nrt8tL4DAlJlL3Kg4wwTt5_F-BQOE_QjapP-xFoSRB5xLei-UBhZxUTcQxHgZu1mOA-l9--6ElQxe_6kimnWFN8iUwyRyHHxujIHmudcXaN7XzpsD4hAu54H6Q6im0.1FdprAAnVTiuCrhxLfyzjFSwOId7sXNf7py-5EWhWwI&dib_tag=se&keywords=Laptop+i9&qid=1750721647&sprefix=laptop%2Caps%2C207&sr=8-227,4.2 out of 5 stars,"1,17,990"
"Lenovo IdeaPad Pro 5 Intel Evo Core Ultra 9 185H Built-in AI 14"" (35.5cm) 2.8K-OLED 400Nits 120Hz Laptop (32GB/1TB SSD/Intel Arc GPU/Win11/MSO 21/FHD+IR Cam/1Yr ADP Free/Grey/1.4Kg), 83D2001GIN",https://amazon.in/sspa/click?ie=UTF8&spc=MTozNjAxMTYyMTg3NDc3MjQ5OjE3NTA3MjE1NjI6c3Bfc2VhcmNoX3RoZW1hdGljOjMwMDU4MTY5MzY3MjYzMjo6MTo6&url=%2FLenovo-IdeaPad-35-56cm-2-8K-OLED-83D2001GIN%2Fdp%2FB0CY2LDT1S%2Fref%3Dsxin_23_pa_sp_search_thematic_sspa%3Fcontent-id%3Damzn1.sym.0ec29fff-e589-42c1-a226-6d7b30a9905a%253Aamzn1.sym.0ec29fff-e589-42c1-a226-6d7b30a9905a%26crid%3D15DEBI9LO0CQM%26cv_ct_cx%3DLaptop%2Bi9%26keywords%3DLaptop%2Bi9%26pd_rd_i%3DB0CY2LDT1S%26pd_rd_r%3D211d56a1-c7d7-4ae2-809b-02a205eec982%26pd_rd_w%3Dn5boz%26pd_rd_wg%3DADBrP%26pf_rd_p%3D0ec29fff-e589-42c1-a226-6d7b30a9905a%26pf_rd_r%3DDCSPNPC35CGJS0DGM690%26qid%3D1750721562%26sbo%3DRZvfv%252F%252FHxDF%252BO5021pAnSA%253D%253D%26sprefix%3Dlaptop%252Caps%252C207%26sr%3D1-2-ced4eeeb-b190-41d6-902a-1ecb3fb8b7c4-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9zZWFyY2hfdGhlbWF0aWM%26psc%3D1&cr=DUB,4.2 out of 5 stars,"1,15,900"
"Lenovo IdeaPad Pro 5 Intel Evo Core Ultra 9 185H Built-in AI 14"" (35.5cm) 2.8K-OLED 400Nits 120Hz Laptop (32GB/1TB SSD/Intel Arc GPU/Win11/MSO 21/FHD+IR Cam/1Yr ADP Free/Grey/1.4Kg), 83D2001GIN",https://amazon.in/sspa/click?ie=UTF8&spc=MTo4OTIzNjQxNjE2MDUyODYyOjE3NTA3MjE2MDk6c3Bfc2VhcmNoX3RoZW1hdGljOjMwMDU4MTY5MzY3MjYzMjo6Mzo6&url=%2FLenovo-IdeaPad-35-56cm-2-8K-OLED-83D2001GIN%2Fdp%2FB0CY2LDT1S%2Fref%3Dsxin_23_pa_sp_search_thematic_sspa%3Fcontent-id%3Damzn1.sym.24e1f0fb-6b39-49f5-b34a-4ebef8eaef82%253Aamzn1.sym.24e1f0fb-6b39-49f5-b34a-4ebef8eaef82%26crid%3D15DEBI9LO0CQM%26cv_ct_cx%3DLaptop%2Bi9%26keywords%3DLaptop%2Bi9%26pd_rd_i%3DB0CY2LDT1S%26pd_rd_r%3D22106515-a8d3-43aa-a43f-01f40ad15276%26pd_rd_w%3DLK8pA%26pd_rd_wg%3DdkFOj%26pf_rd_p%3D24e1f0fb-6b39-49f5-b34a-4ebef8eaef82%26pf_rd_r%3D4H9HVD720EG8FNFY8RKE%26qid%3D1750721609%26sbo%3DRZvfv%252F%252FHxDF%252BO5021pAnSA%253D%253D%26sprefix%3Dlaptop%252Caps%252C207%26sr%3D1-132-2ec22325-1003-449d-8aaf-c0bcc24717ae-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9zZWFyY2hfdGhlbWF0aWM%26psc%3D1&cr=DUB,4.2 out of 5 stars,"1,15,900"
